id,author,title,original_title,series,series_order,status,date_started,date_finished,date_unknown,rating,format,genre,location,publication_year,notes
306,Johanna Lindsey,Amar una sola vez ,Love only once ,Los Malorys,1,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,1985,
307,Johanna Lindsey,Tierna y rebelde,Tender rebel,Los Malorys,2,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,1988,
308,Johanna Lindsey,Amable y tirano,Gentle rogue,Los Malorys,3,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,1990,
309,Johanna Lindsey,La magia de tu ser,The magic of you,Los Malorys,4,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,1993,
310,Johanna Lindsey,Dime que me amas,Say you love me ,Los Malorys,5,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,1996,
311,Johanna Lindsey,El marqués y la gitana,The present ,Los Malorys,6,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,1998,
312,Johanna Lindsey,Mi adorable bribona,A loving scoundrel,Los Malorys,7,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2004,
313,Johanna Lindsey,Cautivo de mis deseos,Captive of my desires,Los Malorys,8,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2006,
314,Johanna Lindsey,Las trampas de la seducción,No choice but seduction,Los Malorys,9,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2008,
315,Johanna Lindsey,Enemigos perfectos,That perfect someone,Los Malorys,10,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2010,
316,Johanna Lindsey,Persuasión,Stormy persuasion,Los Malorys,11,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2014,
317,Johanna Lindsey,Dos en la tormenta ,Beautiful tempest ,Los Malorys,12,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2017,
344,Johanna Lindsey,La mujer del guerrero,Warrior’s woman,Ly-San-Ter,1,Pendiente,,,,0,ePub,,iPhone/Books,1990,
345,Johanna Lindsey,Algo más que el deseo,Keeper of the heart,Ly-San-Ter,2,Pendiente,,,,0,ePub,,iPhone/Books,1993,
346,Johanna Lindsey,Corazón guerrero,Heart of a warrior,Ly-San-Ter,3,Pendiente,,,,0,ePub,,iPhone/Books,2001,
342,Johanna Lindsey,No traiciones a mi corazón,Defy not the heart,Medieval,1,Pendiente,,,,0,,,,1991,
343,Johanna Lindsey,La furia del amor ,Joining,Medieval,2,Pendiente,,,,0,,,,2001,
335,Johanna Lindsey,Ángel de gloria,Glorious angel,Oeste I,1,Pendiente,,,,0,,,,1982,
336,Johanna Lindsey,Corazón de tormenta,Heart of thunder,Oeste I,2,Pendiente,,,,0,,,,1983,
337,Johanna Lindsey,Valiente viento salvaje,Brave the wild wind,Oeste II,1,Pendiente,,,,0,,,,1980,
338,Johanna Lindsey,Tempestad salvaje,Savage thunder,Oeste II,2,Pendiente,,,,0,,,,1989,
339,Johanna Lindsey,Ángel,Angel,Oeste II,3,Pendiente,,,,0,,,,1992,
349,Johanna Lindsey,El hombre de mis sueños,Man of my dreams,Sherring Cross,1,Pendiente,,,,0,,,,1992,
350,Johanna Lindsey,Amor eterno,Love me forever,Sherring Cross,2,Pendiente,,,,0,,,,1995,
351,Johanna Lindsey,Amor incomprendido,The pursuit,Sherring Cross,3,Pendiente,,,,0,,,,2002,
340,Johanna Lindsey,Corazón indómito,A heart so wild,Straton,1,Pendiente,,,,0,,,,1986,
341,Johanna Lindsey,El camino del amor,All need is you,Straton,2,Pendiente,,,,0,,,,1997,
322,Johanna Lindsey,Una propuesta escandalosa,Marriage most scandalous,,,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2005,
323,Johanna Lindsey,Las reglas de la pasión ,When passion rules,,,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2011,
324,Johanna Lindsey,Un hombre para mí,A man to call my own,,,Leído,,,TRUE,5,Físico,Romance,No disponible,2003,
325,Johanna Lindsey,Hasta la eternidad,Until forever,,,Leído,14 Jul 2023,18 Jul 2023,FALSE,3,ePub,Romance,iPhone/Books,1995,
326,Johanna Lindsey,Fuego secreto,Secret fire,,,Leído,October 2017,October 2017,FALSE,4,ePub,Romance,iPhone/Books,1987,
327,Johanna Lindsey,Ángel de plata,Silver angel,,,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,1988,
330,Johanna Lindsey,Mi querida tentación,Temptation’s darling,,,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2019,
352,John Green,Buscando a Alaska,Looking for Alaska,,,Leído,,,TRUE,4,ePub,Juvenil romántico,iPhone/Books, 2005,
353,John Green,Bajo la misma estrella,The fault in our stars,,,Pendiente,,,,0,,,,2012,
354,John Green,Ciudades de papel,Paper towns,,,Pendiente,,,,0,,,,2008,
355,John Green,Mil veces hasta siempre,Turtles all the way down,,,Pendiente,,,,0,,,,2017,
356,John Green,El teorema Katherine,An abundance of Katherines,,,Pendiente,,,,0,,,,2006,
942,John Thompson,Curso moderno para el piano,Modern course for the piano ,,,Leído,,,TRUE,5,Físico,Música,Físico/Música,1937,
357,Jojo Moyes,Yo antes de ti,Me before you ,Yo antes de ti ,1,Pendiente,,,,3,ePub,,iPhone/Books,2012,
358,Jojo Moyes,Después de ti,After you ,Yo antes de ti ,2,Pendiente,,,,0,ePub,,iPhone/Books,2015,
359,Jojo Moyes,Sigo siendo yo,Still me ,Yo antes de ti ,3,Pendiente,,,,0,,,,2018,
938,José Emilio Pacheco,El principio del placer,El principio del placer ,,,Leído,,,TRUE,4,Físico,Cultura general/Otros,Físico/Varios,1972,
939,José Emilio Pacheco,Las batallas en el desierto,Las batallas en el desierto,,,Leído,,,TRUE,4,Físico,Cultura general/Otros,Físico/Varios,1981,
360,Jules Bennett,La pasión no se olvida,A royal amnesia scandal,,,Leído,,,TRUE,3,ePub,Romance,iPhone/Books,2015,
829,Jules Bennett,Escuchando al corazón,To tame a cowboy,Cattleman’s club,6,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2013,
362,Jules Verne,Viaje maldito por Inglaterra y Escocia ,Voyage en Angleterre et en Écosse,,,Pendiente,,,,0,ePub,Cultura general/Otros,iPhone/Books,1989,
361,Jules Verne,Viaje al centro de la tierra ,Voyage au centre de la terre,,,Pendiente,,,,0,ePub,Cultura general/Otros,iPhone/Books,1977,
941,Jules Verne,Voyage au centre de la terre ,Voyage au centre de la terre,,,Pendiente,,,,0,Físico,Cultura general/Otros,Físico/Languages,1977,
384,Julia London,Boda a destiempo,Wedding survivor,Adictos a la acción,1,Pendiente,,,,0,,,,2005,
385,Julia London,Soltero empedernido,Extreme bachelor,Adictos a la acción,2,Pendiente,,,,0,,,,2009,
386,Julia London,Diva americana,American diva,Adictos a la acción,3,Pendiente,,,,0,,,,2009,
390,Julia London,El indómito escocés,Wild wicked scot ,Caballeros de las Highlands,1,Pendiente,,,,0,,,,2016,
391,Julia London,La viuda y el escocés,Sinful scottish laird ,Caballeros de las Highlands,2,Pendiente,,,,0,,,,2017,
392,Julia London,La institutriz y el escocés,Hard-hearted highlander,Caballeros de las Highlands,3,Pendiente,,,,0,,,,2017,
393,Julia London,La dama pirata y el escocés,Devil in tartan,Caballeros de las Highlands,4,Pendiente,,,,0,,,,2018,
394,Julia London,La mejor reputación,Tempting the laird,Caballeros de las Highlands,5,Pendiente,,,,0,,,,2018,
395,Julia London,Seducida por un escocés ,Seduced by a scot ,Caballeros de las Highlands,6,Pendiente,,,,0,,,,2018,
373,Julia London,El libro del escándalo,The book of scandal,Cuestión de honor,1,Pendiente,,,,0,,,,2008,
374,Julia London,Escándalo en Escocia,Highland scandal,Cuestión de honor,2,Pendiente,,,,0,,,,2009,
376,Julia London,Snowy night with a stranger,Snowy night with a stranger,Cuestión de honor,3,Pendiente,,,,0,,,,2008,
375,Julia London,Escándalo en palacio,A courtesan’s scandal,Cuestión de honor,4,Pendiente,,,,0,,,,2009,
381,Julia London,Adicta al trabajo,Material girl ,Familia Lear,1,Pendiente,,,,0,,,,2008,
382,Julia London,Algo más que una cara bonita,Beauty queen,Familia Lear,2,Pendiente,,,,0,,,,2007,
383,Julia London,La soñadora,Miss fortune,Familia Lear,3,Pendiente,,,,0,,,,2008,
366,Julia London,Los retos de conquistar a un duque,The hazards of hunting a duke,Las debutantes,1,Leído,15 Aug 2022,20 Aug 2022,FALSE,3,Físico,Histórico Inglaterra,Físico/Varios,2006,
367,Julia London,Los riesgos de perseguir a un príncipe,The perils of pursuing a prince,Las debutantes,2,Pendiente,,,,0,,,,2007,
368,Julia London,Los peligros de mentir a un vizconde ,The dangers of deceiving a viscount,Las debutantes,3,Pendiente,,,,0,,,,2007,
387,Julia London,Juego secreto,The trouble with honor,Las hermanas Cabot,1,Pendiente,,,,0,,,,2014,
388,Julia London,Trampa a un caballero,The devil takes a bride,Las hermanas Cabot,2,Pendiente,,,,0,,,,2015,
389,Julia London,Placer prohibido,The scoundrel and the debutante,Las hermanas Cabot,3,Pendiente,,,,0,,,,2015,
363,Julia London,El highlander apasionado,Highlander unbound,Lockhart family,1,Leído,12 Mar 2022,16 Mar 2022,FALSE,3,ePub,Escocés histórico,iPhone/Books,2002,
364,Julia London,El highlander disfrazado,Highlander in disguise,Lockhart family,2,Leído,26 Feb 2022,11 Mar 2022,FALSE,3,ePub,Escocés histórico,iPhone/Books,2005,
365,Julia London,El highlander enamorado,Highlander in love ,Lockhart family,3,Leído,,,TRUE,3,ePub,Escocés histórico,iPhone/Books,2005,
377,Julia London,El año que nos amamos peligrosamente,The year of living scandalously,Los secretos de Hadley Green,1,Pendiente,,,,0,,,,2012,
378,Julia London,La venganza de Lord Eberlin,The revenge of Lord Eberlin,Los secretos de Hadley Green,2,Pendiente,,,,0,,,,2013,
379,Julia London,Seducir a Lady X,The seduction of Lady X,Los secretos de Hadley Green,3,Pendiente,,,,0,,,,2013,
380,Julia London,Esperando el amor ,The last debutante,Los secretos de Hadley Green,4,Pendiente,,,,0,,,,2014,
369,Julia London,Un caballero peligroso,The dangerous gentleman,Regent Street,1,Pendiente,,,,0,,,,2002,
370,Julia London,El seductor seducido,The ruthless charmer,Regent Street,2,Pendiente,,,,0,,,,2003,
371,Julia London,El bello desconocido,The beautiful stranger,Regent Street,3,Pendiente,,,,0,,,,2003,
372,Julia London,El amante secreto,The secret lover,Regent Street,4,Pendiente,,,,0,,,,2004,
396,Julianne Donaldson,Edenbrooke,Edenbrooke,,,Leído,,,TRUE,4,ePub,Histórico Inglaterra,iPhone/Books,2012,
397,Julianne Donaldson,Blackmoore,Blackmoore,,,Leído,,,TRUE,5,ePub,Histórico Inglaterra,iPhone/Books,2013,
401,Julie Garwood,La novia rebelde ,The bride,Escocesa,1,Pendiente,,,,0,,,,1989,
402,Julie Garwood,La boda ,The wedding ,Escocesa,2,Pendiente,,,,0,,,,1996,
398,Julie Garwood,El secreto,The secret,Maitland,1,Leído,,,TRUE,3,ePub,Histórico Inglaterra,iPhone/Books,1992,
399,Julie Garwood,El rescate,The prize,Maitland,2,Pendiente,,,,0,ePub,,iPhone/Books,1991,
400,Julie Garwood,La música de las sombras,Shadow music,Maitland,3,Pendiente,,,,0,ePub,,iPhone/Books,2007,
403,Julie Klassen,La casa de guarda,The girl in the Gatehouse,,,Leído,,,TRUE,4,ePub,Histórico Inglaterra,iPhone/Books,2010,
404,Julie Klassen,La hija del boticario,The apothecary’s daughter,,,Leído,,,TRUE,4,ePub,Histórico Inglaterra,iPhone/Books,2008,
405,Julie Klassen,Fairbourne Hall,The maid of Fairbourne Hall,,,Leído,,,TRUE,4,ePub,Histórico Inglaterra,iPhone/Books,2018,
406,Julie Klassen,La institutriz silenciosa,The silent governess,,,Leído,,,TRUE,4,ePub,Histórico Inglaterra,iPhone/Books,2009,
407,Julie Klassen,El secreto de Pembrooke Park,The secret of Pembroke Park,,,Leído,,,TRUE,4,ePub,Histórico Inglaterra,iPhone/Books,2014,
408,Julie Klassen,La hija del tutor,The tutor’s daughter,,,Leído,,,TRUE,4,ePub,Histórico Inglaterra,iPhone/Books,2013,
409,Julie Klassen,La costa de los naufragios ,A castaway in Cornwall,,,Leído,24 Oct 2022,4 Nov 2022,FALSE,4,ePub,Histórico Inglaterra,iPhone/Books,2022,
410,Juliet James,Ruby,Ruby,Mail order brides,1,Pendiente,,,,0,,,,2014,
411,Juliet James,Emily,Emily,Mail order brides,2,Pendiente,,,,0,,,,2014,
940,Karen Barrett-Ayres,Doric for beginners,Doric for beginners ,,,Pendiente,,,,0,Físico,Idiomas,Físico/Varios,2018,
412,Karen Marie Moning,Nieblas de las highlands,Beyond the highland mist ,Highlander,1,Leído,,,TRUE,3,ePub,Escocés histórico,iPhone/Books,1999,
413,Karen Marie Moning,Como seducir a un guerrero,To tame a highland warrior ,Highlander,2,Leído,,,TRUE,3,ePub,Escocés histórico,iPhone/Books,1999,
414,Karen Marie Moning,El toque del highlander,The highlanders touch,Highlander,3,Leído,,,TRUE,3,ePub,Escocés histórico,iPhone/Books,2000,
415,Karen Marie Moning,El beso del highlander,Kiss if the highlander,Highlander,4,Leído,,,TRUE,3,ePub,Escocés histórico,iPhone/Books,2001,
416,Karen Marie Moning,El highlander oscuro,The dark highlander,Highlander,5,Leído,,,TRUE,3,ePub,Escocés histórico,iPhone/Books,2002,
417,Karen Marie Moning,El highlander inmortal,The immortal highlander,Highlander,6,Leído,,,TRUE,3,ePub,Escocés histórico,iPhone/Books,2004,
418,Karen Marie Moning,El hechizo del highlander,Spell of the highander ,Highlander,7,Leído,,,TRUE,3,ePub,Escocés histórico,iPhone/Books,2005,
419,Karen Marie Moning,Into the dreaming,Into the dreaming,Highlander,8,Pendiente,,,,0,,Escocés histórico,,2006,
420,Kate Hewitt,Un seductor seducido,The innocent’s one-night surrender,,,Leído,,,TRUE,3,ePub,Romance,iPhone/Books,2018,
421,Kate Morton ,La casa de Riverton ,The house of Riverton ,,,Pendiente,,,,0,ePub,,iPhone/Books,2007,
830,Kathie DeNosky,Unida a ti,It happened one night,Cattleman’s club,7,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2013,
422,Kathleen Woodiwiss,El lobo y la paloma,The wolf and the dove,,,Leído,,,TRUE,2,ePub,Histórico Inglaterra,iPhone/Books,1974,
423,Kathryn Ross,Dulce inocencia,The Italian’s unwilling wife,,,Leído,24 Oct 2017,24 Oct 2017,FALSE,4,ePub,Romance,iPhone/Books,2008,
424,Kathryn Taylor,La herencia,Das Erbe,Daringham Hall,1,Leído,,,TRUE,3,ePub,Histórico Inglaterra,iPhone/Books,2015,
425,Kathryn Taylor,La decisión,Die Entscheidung,Daringham Hall,2,Leído,,,TRUE,3,ePub,Histórico Inglaterra,iPhone/Books,2015,
426,Kathryn Taylor,El retorno,Die Rückkehr,Daringham Hall,3,Leído,,,TRUE,3,ePub,Histórico Inglaterra,iPhone/Books,2015,
427,Keira Montclair ,Rescatada por un highlander,The banished highlander,Clan Grant,1,Leído,19 Dec 2022,20 Dec 2022,FALSE,3,ePub,Escocés histórico,iPhone/Books, 2021,
428,Kiera Cass,La selección ,The selection,La selección,1,Pendiente,,,,0,ePub,,iPhone/Books,2012,
429,Kiera Cass,La élite ,The elite ,La selección,2,Pendiente,,,,0,,,,2013,
430,Kiera Cass,La elegida ,The one ,La selección,3,Pendiente,,,,0,,,,2014,
431,Kiera Cass,La heredera,The heir,La selección,4,Pendiente,,,,0,,,,2015,
432,Kiera Cass,La corona,The crown,La selección,5,Pendiente, ,,,0,,,,2016,
433,Kiera Cass,La sirena ,The siren,,,Pendiente, ,,,0,ePub,,iPhone/Books,2009,
946,Kiera Cass,Mil latidos del corazón,A thousand heartbeats ,,,Pendiente,,,,0,ePub,,iPhone/Books,2022,
434,Koethi Zan,La lista prohibida,The never list ,,,Pendiente,,,,0,ePub,Suspenso,iPhone/Books,2015,
435,Kristan Higgins,Solo un chico más,Solo un chico más,,,Leído,,,TRUE,2,ePub,Romance,iPhone/Books,2013,
436,Laura Benet,Amor infiltrado,Amor infiltrado,,,Leído,,,TRUE,3,ePub,Romance,iPhone/Books,2018,
437,Laura Kinsale,El corazón escondido,The hidden heart,Victorian Hearts,1,Leído,,,TRUE,3,ePub,Histórico Inglaterra,iPhone/Books,1986,
438,Laura Kinsale,Sombra y estrella ,The shadow and the star,Victorian Hearts,2,Pendiente,,,,0,ePub,Histórico Inglaterra,iPhone/Books,1993,
439,Laura Kinsale,El profesor del francés,Lessons in French,,,Leído,,,TRUE,3,ePub,Histórico Inglaterra,iPhone/Books,2010,
824,Laura Nowlin,If he had been with me,If he had been with me,,,Leído,29 Jul 2024,6 Mar 2025,FALSE,5,Físico,Juvenil romántico,Físico/Varios,2013,Finny muere. Bought in Aberdeen
440,Laura Perez Caballero,Hasta que el amor nos separe,Hasta que el amor nos separe,El ronroneo del puma,1,Leído,,,TRUE,2,ePub,Romance,iPhone/Books,2019,
441,Laura Perez Caballero,"Adios, mi corazón ","Adios, mi corazón ",,,Pendiente,,,,0,ePub,,iPhone/Books,2019,
442,Laura Wright,En primera plana,Front page engagement,,,Leído,,,TRUE,3,ePub,Romance,iPhone/Books,2009,
921,Lewis Carroll,Alicia en el país de las maravillas,Alice´s adventures in Wonderland,Alice´s adventures in Wonderland,1,Pendiente,,,,0,Físico,Fantasía/Magia,Físico/Varios,1865,
947,Lewis Carroll,Through the looking-glass and what Alice found there,Through the looking-glass and what Alice found there,Alice´s adventures in Wonderland,2,Pendiente,,,,0,,Fantasía/Magia,,1871,
443,Lisa Hughey,Corazón helado,Stone cold ,,,Pendiente,,,,0,ePub,Romance,iPhone/Books,2022,
477,Lisa Kleypas,Donde la pasión nos lleve,Where passion leads,Berkeley-Falkner,1,Leído,,,TRUE,4,ePub,Histórico Inglaterra,No disponible,1987,
478,Lisa Kleypas,Amar para siempre,Forever my love,Berkeley-Falkner,2,Leído,,,TRUE,4,ePub,Histórico Inglaterra,No disponible,1988,
459,Lisa Kleypas,Ángel o demonio,Someone to watch over me ,Bow Street,1,Leído,,,TRUE,5,ePub,Histórico Inglaterra,No disponible,1998,
460,Lisa Kleypas,El amante de Lady Sophia,Lady Sophia’s lover,Bow Street,2,Leído,18 May 2017,22 May 2017,FALSE,4,ePub,Histórico Inglaterra,iPhone/Books,2003,
461,Lisa Kleypas,El precio del amor,Worth any price,Bow Street,3,Leído,,,TRUE,4,ePub,Histórico Inglaterra,No disponible,2003,
469,Lisa Kleypas,Una noche mágica,Christmas Eve at Friday Harbor ,Friday Harbor,1,Leído,,,TRUE,4,ePub,Romance,No disponible,2010,
470,Lisa Kleypas,El camino del sol,Rainshadow road,Friday Harbor,2,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2012,
471,Lisa Kleypas,El lago de los sueños,Dream lake,Friday Harbor,3,Leído,,,TRUE,4,Físico,Romance,Físico/Varios,2012,
472,Lisa Kleypas,La cueva de cristal,Crystal cove,Friday Harbor,4,Leído,,,TRUE,5,ePub,Romance,iPhone/Books,2013,
462,Lisa Kleypas,Tuya a medianoche,Mine till midnight,Hathaways,1,Leído,22 May 2017,3 Jun 2017,FALSE,4,ePub,Histórico Inglaterra,iPhone/Books,2007,
463,Lisa Kleypas,Seducción al amanecer,Seduce me at sunrise ,Hathaways,2,Leído,,,TRUE,4,ePub,Histórico Inglaterra,iPhone/Books,2008,
464,Lisa Kleypas,Tentación al anochecer,Tempt me at twilight ,Hathaways,3,Leído,October 2017,October 2017,FALSE,4,ePub,Histórico Inglaterra,iPhone/Books,2009,
465,Lisa Kleypas,Esposa por la mañana,Married by morning,Hathaways,4,Leído,,,TRUE,4,ePub,Histórico Inglaterra,iPhone/Books,2010,
466,Lisa Kleypas,Amor en la tarde,Love in the afternoon,Hathaways,5,Leído,,,TRUE,4,ePub,Histórico Inglaterra,iPhone/Books,2010,
481,Lisa Kleypas,Cuando tú llegaste ,Then came you ,Jugadores,1,Pendiente,,,,0,ePub,Histórico Inglaterra,iPhone/Books,1993,
482,Lisa Kleypas,Sueño contigo,Dreaming of you,Jugadores,2,Leído,,,TRUE,4,ePub,Histórico Inglaterra,No disponible,1994,
483,Lisa Kleypas,¿Dónde está mi héroe?,Where’s my hero?,Jugadores,3,Pendiente,,,,0,,Histórico Inglaterra,,2006,
485,Lisa Kleypas,La antigua magia,Again the magic ,Las florero,0,Leído,,,TRUE,4,ePub,Histórico Inglaterra,iPhone/Books,2004,
444,Lisa Kleypas,Secretos de una noche de verano,Secrets of a summer night ,Las florero,1,Leído,,,TRUE,5,ePub,Histórico Inglaterra,iPhone/Books,2004,Primeras lecturas oficiales
445,Lisa Kleypas,Pasó en otoño,It happened one autumn,Las florero,2,Leído,,,TRUE,5,ePub,Histórico Inglaterra,iPhone/Books,2005,Primeras lecturas oficiales
446,Lisa Kleypas,El diablo en invierno,Devil in winter,Las florero,3,Leído,,,TRUE,5,ePub,Histórico Inglaterra,iPhone/Books,2006,Primeras lecturas oficiales
447,Lisa Kleypas,Escándalo en primavera,Scandal in spring,Las florero,4,Leído,,,TRUE,5,ePub,Histórico Inglaterra,iPhone/Books,2006,Primeras lecturas oficiales
448,Lisa Kleypas,Una navidad inolvidable,A wallflower christmas ,Las florero,5,Leído,,,TRUE,5,ePub,Histórico Inglaterra,iPhone/Books,2008,Primeras lecturas oficiales
449,Lisa Kleypas,Un seductor sin corazón,Cold-hearted rake,Los ravenel,1,Leído,October 2017,October 2017,FALSE,4,ePub,Histórico Inglaterra,iPhone/Books,2015,
450,Lisa Kleypas,Casarse con él ,Marrying winterborne,Los ravenel,2,Leído,3 Jun 2017,18 Jun 2017,FALSE,4,ePub,Histórico Inglaterra,iPhone/Books,2016,
451,Lisa Kleypas,El diablo en primavera,Devil in spring ,"Los ravenel, Las florero",3,Leído,,,TRUE,5,ePub,Histórico Inglaterra,iPhone/Books,2017,
452,Lisa Kleypas,Como dos extraños,Hello stranger,Los ravenel,4,Leído,,,TRUE,4,ePub,Histórico Inglaterra,iPhone/Books,2018,
453,Lisa Kleypas,La hija del diablo ,Devil’s daughter,Los ravenel,5,Leído,21 Aug 2022,23 Aug 2022,FALSE,4,ePub,Histórico Inglaterra,iPhone/Books,2019,
454,Lisa Kleypas,Chasing cassandra ,Chasing cassandra ,Los ravenel,6,Leído,10 Jul 2023,13 Jul 2023,FALSE,4,ePub,Histórico Inglaterra,iPhone/Books,2020,
455,Lisa Kleypas,Un diablo irresistible ,Devil in disguise,Los ravenel,7,Leído,10 Oct 2023,11 Nov 2023,FALSE,4,ePub,Histórico Inglaterra,iPhone/Books,2021,
467,Lisa Kleypas,Ángel de medianoche,Midnight angel,Stokehurst,1,Leído,October 2017,October 2017,FALSE,4,ePub,Histórico Inglaterra,iPhone/Books,2006,
468,Lisa Kleypas,El principe de mis sueños,Prince of dreams,Stokehurst,2,Leído,October 2017,October 2017,FALSE,4,ePub,Histórico Inglaterra,iPhone/Books,2006,
456,Lisa Kleypas,Mi bella desconocida,Somewhere I’ll find you,Teatro capitol,1,Leído,,,TRUE,4,ePub,Histórico Inglaterra,iPhone/Books,2007,
457,Lisa Kleypas,Porque eres mía,Because you’re mine,Teatro capitol,2,Leído,,,TRUE,4,ePub,Histórico Inglaterra,iPhone/Books,2008,
458,Lisa Kleypas,Sí quiero,I will ,Teatro capitol,3,Leído,18 May 2017,18 May 2017,FALSE,4,ePub,Histórico Inglaterra,iPhone/Books,2013,
473,Lisa Kleypas,Mi nombre es Liberty,Sugar daddy,Travis,1,Leído,,,TRUE,5,ePub,Romance,iPhone/Books,2007,
474,Lisa Kleypas,El diablo tiene ojos azules,Blue-eyed devil,Travis,2,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2008,
475,Lisa Kleypas,Buenas vibraciones,Smooth talking stranger,Travis,3,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2009,
476,Lisa Kleypas,La chica de los ojos coló café,Brown-eyed girl,Travis,4,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2015,
479,Lisa Kleypas,Boda entre extraños,When strangers marry ,Vallerands,1,Pendiente,,,,0,ePub,,iPhone/Books,2005,
480,Lisa Kleypas,Sólo con tu amor,Only with your love ,Vallerands,2,Pendiente,,,,0,ePub,,iPhone/Books,2006,
484,Lisa Kleypas,Contra todo pronóstico,Contra todo pronostico,,,Leído,October 2017,October 2017,FALSE,4,ePub,Histórico Inglaterra,iPhone/Books,2015,
486,Lisa Kleypas,Un extraño entre mis brazos,Stranger in my arms ,,,Leído,,,TRUE,4,ePub,Histórico Inglaterra,iPhone/Books,2005,
487,Lisa Kleypas,Irresistible,Suddenly you,,,Leído,,,TRUE,4,ePub,Histórico Inglaterra,iPhone/Books,2001,
488,Lisa Kleypas,Amor ven a mi,"Love, come to me ",,,Leído,,,TRUE,4,ePub,Histórico Inglaterra,No disponible,1988,
489,Lisa Kleypas,Donde empiezan los sueños,Where dreams begin,,,Leído,,,TRUE,4,ePub,Histórico Inglaterra,iPhone/Books,2000,
490,Lope de vega,Cartas de amor ,Carta de amor ,,,Pendiente,,,,0,ePub,Cultura general/Otros,iPhone/Books,2017,
491,Lorraine Heath,Deseos ocultos de una dama,Falling into bed with a duke,Hellion of Havisham,1,Leído,,,TRUE,3,ePub,Histórico Inglaterra,iPhone/Books,2015,
492,Lorraine Heath,Deseos ocultos del conde,The earl takes all ,Hellion of Havisham,2,Leído,,,TRUE,3,ePub,Histórico Inglaterra,iPhone/Books,2016,
493,Lorraine Heath,El vizconde y la cazafortunas,The viscount and the vixen,Hellion of Havisham,3,Leído,,,TRUE,3,ePub,Histórico Inglaterra,iPhone/Books,2016,
494,Lorraine Heath,When the marquess falls,When the marquess falls,Hellion of Havisham,3.5,Pendiente,,,,0,,,,2017,
495,Louisa May Alcott ,Little women,Little women,,,Pendiente,,,,0,ePub,Histórico Inglaterra,iPhone/Books,1868,
496,Louise O’Neill,Soñar con la superficie ,The surface breaks ,,,Pendiente,,,,0,ePub,,iPhone/Books,2019,
945,Luis Sepúlveda,Un viejo que leía novelas de amor,Un viejo que leía novelas de amor,,,Leído,,,TRUE,5,Físico,Cultura general/Otros,Físico/Varios,1989,
497,Lynn Raye Harris,El Principe ruso,Captive but forbidden,,,Leído,,,TRUE,3,ePub,Romance,iPhone/Books,2011,
498,Lynne Graham,Una novia para el griego,The greek claims his shock heir,Tres novias,1,Leído,,,TRUE,3,ePub,Romance,iPhone/Books,2019,
499,Lynne Graham,El secreto de su amante ,The secret his mistress carried,,,Leído,23 Oct 2017,24 Oct 2017,FALSE,3,ePub,Romance,iPhone/Books,2015,
500,Lynne Graham,Hijos del invierno,The greek’s surprise christmas bride,,,Leído,,,TRUE,3,ePub,Romance,iPhone/Books,2017,
501,Lynne Graham,La inocente novia del jeque,La inocente novia del jeque,,,Leído,,,TRUE,3,ePub,Romance,iPhone/Books,2006,
502,Lynne Graham,Legado de lágrimas ,Claimed for the Leonelli Legacy,,,Leído,,,TRUE,3,ePub,Romance,iPhone/Books,2018,
503,M. C. Roman,Enseñando a mía ,Teaching Mia,,,Pendiente,,,,0,,,,,
504,Maggie Stiefvater,Bravely,,,,,,,,0,,,,,
505,Manuel Villas,Los besos,,,,,,,,0,,,,,
508,Marc Levy,El primer día,The first day,El primer día,,Pendiente,,,,0,,,,,
509,Marc Levy,La primera noche,The first night,El primer día,,Pendiente,,,,0,,,,,
506,Marc Levy,Ojalá fuera cierto,If only it were true,Ojalá fuera cierto ,,Leído,October 2017,October 2017,FALSE,4,,,,,
507,Marc Levy,Volver a verte,Vous revoir,Ojalá fuera cierto ,,Leído,October 2017,October 2017,FALSE,4,,,,,
510,Marc Levy,Finding you ,Finding you ,,,Pendiente,,,,0,,,,,
511,Marc Levy,Las cosas que no nos dijimos ,Totes les coses que no ens van dir,,,Pendiente,,,,0,,,,,
512,Marc Levy,Una chica como ella,Une fille comme elle,,,Pendiente,,,,0,,,,,
